pdbid,-logKd/Ki,Kd/Ki
3g76,6.64,IC50=230.8nM
3zy5,6.64,Kd=0.23uM
4cc6,6.64,IC50=0.23uM
4e8z,6.64,IC50=0.23uM
4io8,6.64,Kd=228nM
4jit,6.64,Ki=0.23uM
4rxe,6.64,IC50=230nM
5abp,6.64,Kd=0.23uM
2j75,6.65,Kd=225nM
2pre,6.65,IC50=225nM
3eio,6.65,IC50=223nM
3mzc,6.65,Ki=226nM
3zpr,6.65,Ki=224nM
4yha,6.65,Ki=225nM
1a4r,6.66,Kd=0.22uM
1cps,6.66,Ki=0.22uM
1elc,6.66,Ki=0.22uM
1h3h,6.66,Kd=220nM
1o3p,6.66,Ki=0.22uM
1pxp,6.66,Ki=0.22uM
1wur,6.66,Ki=0.22uM
2c5n,6.66,IC50=0.22uM
2c8x,6.66,IC50=220nM
2j7w,6.66,IC50=0.22uM
2v5x,6.66,Kd=220nM
2vx1,6.66,IC50=0.220uM
2y5k,6.66,IC50=0.22uM
2yz3,6.66,Ki=220nM
2zm1,6.66,IC50=220nM
3iej,6.66,IC50=0.22uM
3lnj,6.66,Kd=219nM
3lp2,6.66,IC50=0.22uM
3ow6,6.66,IC50=0.22uM
3pwd,6.66,Ki=0.22uM
3shv,6.66,Kd=0.22uM
3uat,6.66,Kd=0.22uM
3zj6,6.66,Ki=0.22uM
4bjb,6.66,IC50=219nM
4e96,6.66,IC50=0.22uM
4izm,6.66,Kd=220nM
4j08,6.66,IC50=0.22uM
4jr3,6.66,IC50=218nM
4jv6,6.66,Kd=217nM
4ps1,6.66,Ki=220nM
4v27,6.66,Kd=217nM
4z2g,6.66,IC50=0.217uM
4z7h,6.66,IC50=218nM
4zjw,6.66,IC50=0.22uM
2etm,6.67,IC50=0.212uM
3ew2,6.67,Kd=215nM
3g19,6.67,Kd=214nM
4yl1,6.67,IC50=0.216uM
5aad,6.67,IC50=0.212uM
5cav,6.67,Ki=216nM
1bdr,6.68,Ki=0.21uM
1c5x,6.68,Ki=0.21uM
1mai,6.68,Kd=210nM
1oiu,6.68,IC50=0.21uM
1zeo,6.68,IC50=0.21uM
2cm7,6.68,IC50=210nM
2fqw,6.68,Kd=210nM
2of2,6.68,IC50=0.21uM
2ony,6.68,Ki=210nM
2qbs,6.68,Ki=0.21uM
2qp6,6.68,Ki=208nM
2rcu,6.68,IC50=210nM
2wf0,6.68,IC50=0.21uM
2wtd,6.68,IC50=0.21uM
3dab,6.68,Kd=0.21uM
3ddq,6.68,IC50=0.21uM
3fhr,6.68,IC50=210nM
3ie3,6.68,Kd=0.21uM
3lpf,6.68,Ki=208nM
3o75,6.68,Kd=209nM
3qa2,6.68,IC50=210nM
3su1,6.68,Ki=208nM
3ttj,6.68,IC50=0.21uM
3ws8,6.68,IC50=210nM
3zhx,6.68,Kd=0.21uM
4acm,6.68,Ki=210nM
4ca8,6.68,Ki=210nM
4ew2,6.68,Ki=0.21uM
4h39,6.68,IC50=0.21uM
4h4e,6.68,IC50=0.21uM
4l2g,6.68,IC50=210nM
4q6r,6.68,IC50=0.21uM
4rrs,6.68,IC50=210nM
4ttv,6.68,IC50=209nM
4wpn,6.68,IC50=210nM
2jew,6.69,Ki=206nM
2xn5,6.69,Kd=205nM
3wf7,6.69,IC50=206nM
4b4m,6.69,IC50=0.205uM
4d8i,6.69,IC50=205nM
4mm6,6.69,Ki=205nM
5alf,6.69,IC50=0.204uM
1a09,6.7,Kd=0.2uM
1a50,6.7,Kd=0.2uM
1b0h,6.7,Kd=0.20uM
1b3g,6.7,Kd=200nM
1dfo,6.7,Ki=0.2uM
1eld,6.7,Ki=0.20uM
1f3e,6.7,Ki=0.2uM
1fo3,6.7,IC50=0.2uM
1gca,6.7,Kd=0.2uM
1hp0,6.7,Ki=0.2uM
1i7i,6.7,IC50=0.2uM
1jq3,6.7,IC50=0.2uM
1ke3,6.7,Ki=0.20uM
1kf6,6.7,Ki=0.2uM
1koj,6.7,Ki=0.2uM
1lfo,6.7,Kd~0.2uM
1mwn,6.7,Kd=200nM
1nki,6.7,Kd=0.2uM
1nms,6.7,Ki=0.2uM
1p10,6.7,Ki=200nM
1qy5,6.7,Kd=200nM
1rdt,6.7,Ki=200nM
1rek,6.7,Ki=200nM
1unl,6.7,IC50=0.20uM
1xdd,6.7,IC50=0.2uM
1xr8,6.7,Kd=200nM
1z6q,6.7,IC50=0.2uM
2a5s,6.7,Ki=0.2uM
2emt,6.7,Kd=201nM
2eum,6.7,Kd=0.2uM
2evl,6.7,Kd=0.2uM
2fwy,6.7,IC50=200nM
2is0,6.7,IC50=200nM
2j2i,6.7,IC50=200nM
2kup,6.7,Kd=0.2uM
2lcs,6.7,Kd=0.2uM
2lkk,6.7,Kd=0.2uM
2ow0,6.7,IC50=201nM
2oxx,6.7,Ki=0.20uM
2py4,6.7,Kd=0.2uM
2va7,6.7,IC50=0.20uM
2x7d,6.7,IC50=200nM
2xx5,6.7,IC50=0.20uM
3c7n,6.7,Kd=0.2uM
3eko,6.7,Ki=0.2uM
3hzk,6.7,Kd=0.2uM
3ipb,6.7,IC50=0.2uM
3k3b,6.7,IC50=0.2uM
3mb7,6.7,IC50=200nM
3mhi,6.7,Kd=0.2uM
3oyl,6.7,IC50=200nM
3pck,6.7,Kd=0.2uM
3pgu,6.7,Kd=0.2uM
3rk7,6.7,IC50=0.2uM
3sff,6.7,IC50=200nM
3t60,6.7,Ki=0.2uM
3t64,6.7,Ki=0.2uM
3upf,6.7,IC50=200nM
3zs0,6.7,IC50=0.2uM
4apr,6.7,Ki=200nM
4azy,6.7,IC50=198nM
4bo0,6.7,IC50=0.20uM
4ewn,6.7,Kd=0.2uM
4fns,6.7,Ki=0.2uM
4hy0,6.7,IC50=200nM
4io2,6.7,Kd=0.2uM
4jjs,6.7,IC50=0.2uM
4jyc,6.7,Kd=0.20uM
4jz1,6.7,Ki=0.2uM
4k4f,6.7,IC50=0.20uM
4lh5,6.7,IC50=0.20uM
4lkj,6.7,Kd=0.20uM
4m13,6.7,Kd=0.2uM
4m14,6.7,Kd=0.2uM
4m7b,6.7,IC50=0.2uM
4mex,6.7,IC50=0.2uM
4mw2,6.7,IC50=198nM
4o1l,6.7,IC50=0.20uM
4o2p,6.7,Ki=0.20uM
4os2,6.7,Ki=0.20uM
4pyv,6.7,IC50=200nM
4qhc,6.7,Ki=0.2uM
4qta,6.7,Kd~200nM
4qtb,6.7,Kd~200nM
4tzm,6.7,Kd=0.2uM
4u5t,6.7,IC50=0.2uM
4uit,6.7,IC50=0.2uM
4uns,6.7,IC50=0.2uM
5ar4,6.7,IC50=200nM
5dhj,6.7,Ki=0.2uM
1w82,6.71,IC50=196nM
2f94,6.71,Ki=195nM
4cd5,6.71,Ki=194nM
4jrg,6.71,IC50=196nM
4og6,6.71,IC50=197nM
1n4m,6.72,Kd=0.19uM
1ov3,6.72,Kd=0.19uM
1rbp,6.72,Kd=0.19uM
2f3f,6.72,IC50=0.19uM
2jdu,6.72,Kd=0.19uM
2pjl,6.72,IC50=190nM
2rt5,6.72,Kd=0.19uM
2vpn,6.72,Kd=0.19uM
2w3o,6.72,Kd=0.19uM
2x8i,6.72,IC50=0.19uM
2xc0,6.72,Ki=192nM
2xne,6.72,IC50=0.190uM
2zz6,6.72,Ki=0.19uM
3aqt,6.72,Kd=0.19uM
3bm9,6.72,IC50=0.19uM
3bxz,6.72,Kd=0.19uM
3diw,6.72,Kd=0.19uM
3fun,6.72,IC50=0.189uM
3g7l,6.72,Kd=0.19uM
3gst,6.72,Ki=0.19uM
3kyr,6.72,IC50=0.19uM
3l4v,6.72,Ki=0.19uM
3l4z,6.72,Ki=0.19uM
4bb4,6.72,IC50=190nM
4dv9,6.72,IC50=189nM
4dvi,6.72,IC50=0.192uM
4flp,6.72,Kd=190.1nM
4h58,6.72,IC50=0.192uM
4i73,6.72,Ki=190nM
4i74,6.72,Ki=190nM
4lwc,6.72,Kd=0.19uM
4o0a,6.72,Kd=0.19uM
4q4e,6.72,IC50=0.19uM
4raq,6.72,Ki=0.19uM
4uia,6.72,IC50=0.19uM
4xv9,6.72,IC50=0.19uM
5e1m,6.72,Kd=189nM
5fwg,6.72,Kd=0.19uM
1jld,6.73,IC50=185nM
1o6h,6.73,IC50=186nM
1wvj,6.73,Ki=185nM
1x7q,6.73,IC50=186nM
2cma,6.73,IC50=185nM
2q8s,6.73,IC50=0.185uM
4a51,6.73,Ki=185.8nM
4kby,6.73,Kd=186nM
4mx0,6.73,IC50=184.7nM
4pum,6.73,Kd=188.1nM
4r5b,6.73,Ki=185nM
5aly,6.73,IC50=0.1845uM
5am6,6.73,Kd=185nM
1add,6.74,Ki=0.18uM
1r5h,6.74,IC50=0.18uM
1tmb,6.74,Ki=0.18uM
1usi,6.74,Kd=0.18uM
2azc,6.74,IC50=183nM
2p3d,6.74,Ki=180nM
2pax,6.74,IC50=0.18uM
2uzd,6.74,IC50=0.18uM
2vex,6.74,IC50=180nM
2vj9,6.74,IC50=180nM
2wxf,6.74,IC50=180nM
2x91,6.74,Ki=180nM
2x9e,6.74,IC50=0.182uM
2zc9,6.74,Ki=180nM
2zgx,6.74,Ki=180nM
3anq,6.74,Ki=0.18uM
3dgo,6.74,Kd=180nM
3fh8,6.74,IC50=180nM
3fzy,6.74,Kd=0.18uM
3heg,6.74,Kd=0.18uM
3hng,6.74,IC50=0.18uM
3m67,6.74,Kd=0.18uM
3mv5,6.74,IC50=180nM
3n6k,6.74,Kd=180nM
3oim,6.74,Ki=180nM
3pdh,6.74,Kd=183nM
3pdq,6.74,IC50=180nM
3q6s,6.74,Kd=0.18uM
3r21,6.74,IC50=0.18uM
3s0n,6.74,IC50=180nM
3wav,6.74,IC50=180nM
3zm5,6.74,IC50=0.18uM
4bo6,6.74,IC50=0.18uM
4ca6,6.74,Ki=180nM
4cy1,6.74,Kd=181nM
4ew3,6.74,Ki=0.18uM
4f9y,6.74,Kd=184nM
4hwr,6.74,Ki=182nM
4j0t,6.74,IC50=0.184uM
4lg6,6.74,Kd=0.18uM
4lxz,6.74,Kd=0.182uM
4oyk,6.74,Kd=0.18uM
4p4e,6.74,IC50=180nM
4rxz,6.74,Kd=181nM
4wlb,6.74,IC50=0.18uM
4wmu,6.74,Kd=0.18uM
4ylk,6.74,IC50=0.18uM
4zpf,6.74,IC50=0.18uM
1cx9,6.75,IC50=178nM
1h5u,6.75,IC50=178nM
3ekq,6.75,Kd=176.0nM
3ikd,6.75,Ki=0.179uM
4ci2,6.75,Kd=177.8nM
4cwt,6.75,Ki=0.179uM
1rw8,6.76,IC50=0.175uM
1w22,6.76,IC50=175.5nM
2on6,6.76,Ki=172nM
3ard,6.76,Kd=175nM
4b4g,6.76,IC50=0.175uM
4dce,6.76,IC50=0.174uM
4fn5,6.76,Kd=173nM
4hlc,6.76,IC50=174nM
4jg0,6.76,Kd=172nM
4jzf,6.76,IC50=0.175uM
1bkj,6.77,Kd=0.17uM
1bzh,6.77,Ki=0.17uM
1hk2,6.77,Kd=0.17uM
1mqd,6.77,IC50=0.17uM
1ms7,6.77,IC50=0.17uM
1o30,6.77,Ki=0.17uM
1o3j,6.77,Ki=0.17uM
1o3k,6.77,Ki=0.17uM
1om1,6.77,Ki=0.17uM
1ony,6.77,Ki=0.17uM
1qb1,6.77,Ki=170nM
1y19,6.77,Kd=170nM
2c1a,6.77,IC50=0.17uM
2hyy,6.77,IC50=170nM
2jdt,6.77,IC50=0.17uM
2piz,6.77,IC50=170nM
2vo7,6.77,IC50=168nM
2w10,6.77,Kd=170nM
2x2m,6.77,IC50=0.17uM
2xb9,6.77,Ki=0.17uM
3evf,6.77,Ki=170nM
3fas,6.77,Ki=171nM
3fvn,6.77,Ki=169nM
3gjt,6.77,Ki=170nM
3ine,6.77,IC50=0.17uM
3m40,6.77,Kd=0.17uM
3zcz,6.77,Ki=0.17uM
4cwp,6.77,Ki=0.170uM
4gj7,6.77,IC50=0.17uM
4hlm,6.77,IC50=0.17uM
4i10,6.77,IC50=0.17uM
4j8t,6.77,Kd=168nM
4loi,6.77,Kd=0.17uM
4nzo,6.77,Kd=0.17uM
4p4f,6.77,IC50=168nM
4x48,6.77,Ki=170nM
4x63,6.77,Kd=171nM
4zup,6.77,IC50=0.17uM
5c26,6.77,IC50=0.17uM
3fal,6.78,IC50=165nM
3gcu,6.78,Kd=165nM
3kyf,6.78,Kd=165.0nM
3l9l,6.78,IC50=167nM
4hnp,6.78,IC50=164.5nM
4kqo,6.78,IC50=166nM
4wy7,6.78,Kd=167nM
5ahu,6.78,Kd=167nM
2rcb,6.79,Kd=163nM
3su0,6.79,Ki=162nM
4i9s,6.79,Kd=162nM
4l31,6.79,IC50=162nM
4wkv,6.79,Ki=0.161uM
4xnv,6.79,Ki=161nM
1bl6,6.8,IC50=0.16uM
1fl3,6.8,Kd=0.16uM
1mkd,6.8,IC50=160nM
1nq7,6.8,Ki=0.16uM
1okx,6.8,IC50=0.16uM
1ttv,6.8,IC50=160nM
1ung,6.8,IC50=0.16uM
1y2e,6.8,IC50=0.16uM
2ai8,6.8,IC50=0.16uM
2i0v,6.8,IC50=160nM
2xhm,6.8,Ki=0.16uM
2xm8,6.8,IC50=0.16uM
2xnm,6.8,IC50=0.16uM
2xu3,6.8,IC50=0.16uM
3c4c,6.8,IC50=160nM
3c88,6.8,Ki=157nM
3d94,6.8,Ki=157nM
3fui,6.8,IC50=0.157uM
3fv8,6.8,IC50=0.16uM
3fx6,6.8,Ki=0.16uM
3ihz,6.8,IC50=160nM
3kc3,6.8,IC50=0.16uM
3mbp,6.8,Ki=0.16uM
3qcq,6.8,IC50=0.158uM
3qn7,6.8,Kd=157nM
3s2v,6.8,Ki=157nM
3sdk,6.8,IC50=160nM
3t03,6.8,Ki=160nM
3uib,6.8,Kd=0.16uM
3uvk,6.8,Kd=0.16uM
3zke,6.8,Kd=0.16uM
3zrl,6.8,IC50=0.16uM
4aro,6.8,Kd~160nM
4er4,6.8,Ki=160nM
4g2f,6.8,IC50=0.16uM
4j0a,6.8,IC50=0.16uM
4l7f,6.8,IC50=0.16uM
4lkg,6.8,Kd=0.16uM
4nze,6.8,Ki=160nM
4u0s,6.8,Kd=0.158uM
4wno,6.8,IC50=160nM
4xt9,6.8,IC50=0.16uM
4yoz,6.8,Kd=0.16uM
5a83,6.8,IC50=0.158uM
5c83,6.8,IC50=0.16uM
2f3e,6.81,IC50=0.156uM
2uwp,6.81,Ki=154nM
3bc3,6.81,Ki=0.155uM
3mo0,6.81,Kd=154nM
4ci3,6.81,Kd=156.6nM
4eqf,6.81,Kd=155nM
4m48,6.81,Ki=156nM
5cnm,6.81,Ki=156nM
1db5,6.82,IC50=0.152uM
1drk,6.82,Kd=0.15uM
1fhd,6.82,Ki=0.15uM
1fsy,6.82,Ki=0.15uM
1hgt,6.82,Ki=150nM
1jeu,6.82,Kd=150nM
1k1n,6.82,Kd=153nM
1lrh,6.82,Kd=0.15uM
1n7t,6.82,IC50=0.15uM
1nnu,6.82,Ki=0.15uM
1o37,6.82,Ki=0.15uM
1o38,6.82,Ki=0.15uM
1pmv,6.82,IC50=150nM
1s9t,6.82,IC50=0.15uM
1tr7,6.82,Kd=0.15uM
1uwf,6.82,Kd=0.15uM
1xh7,6.82,Kd=150nM
2ath,6.82,IC50=0.152uM
2b1i,6.82,Ki=0.15uM
2c94,6.82,Kd=0.15uM
2d41,6.82,Ki=0.15uM
2etk,6.82,Ki=0.15uM
2etr,6.82,Ki=0.15uM
2g97,6.82,Kd=152nM
2jk9,6.82,Kd=150nM
2oxd,6.82,Ki=0.15uM
2pym,6.82,Kd=150nM
2r9s,6.82,IC50=0.15uM
2rfh,6.82,Ki=0.15uM
2v5a,6.82,IC50=150nM
2v8w,6.82,Kd=0.15uM
2wk2,6.82,Ki=0.15uM
2xyd,6.82,Ki=150nM
2y1d,6.82,IC50=0.15uM
2ydi,6.82,IC50=0.15uM
2zq0,6.82,Ki=0.15uM
3cqu,6.82,IC50=151nM
3dnj,6.82,Kd=150nM
3ipe,6.82,IC50=0.15uM
3kb3,6.82,IC50=0.15uM
3kwn,6.82,IC50=0.15uM
3m3x,6.82,Kd=0.15uM
3n5e,6.82,Kd=151nM
3ncg,6.82,IC50=150nM
3qbh,6.82,IC50=150nM
3s75,6.82,Kd=150nM
3s9t,6.82,Kd=0.15uM
3t5i,6.82,Kd=0.15uM
3tdz,6.82,Kd=0.15uM
3ufl,6.82,IC50=0.15uM
3uix,6.82,IC50=0.151uM
3vf8,6.82,IC50=150nM
3wzp,6.82,Kd=0.15uM
4c8r,6.82,IC50=153nM
4cku,6.82,IC50=0.15uM
4gkc,6.82,Kd=150nM
4gy5,6.82,Kd=0.15uM
4h4d,6.82,IC50=0.15uM
4lm5,6.82,IC50=150nM
4n3r,6.82,IC50=0.15uM
4nue,6.82,Ki=0.15uM
4oew,6.82,Kd=152nM
4ow0,6.82,IC50=0.15uM
4qy3,6.82,Ki=0.15uM
4w9s,6.82,IC50=0.15uM
5aku,6.82,IC50=150nM
1htf,6.83,IC50=148nM
1tze,6.83,IC50=0.148uM
2gnh,6.83,IC50=149nM
3deh,6.83,IC50=149nM
3kvx,6.83,IC50=0.148uM
3zo4,6.83,IC50=149nM
4bcq,6.83,Kd=0.147uM
4o91,6.83,IC50=149nM
4u91,6.83,Kd=149nM
1bhx,6.84,Ki=0.145uM
1me4,6.84,Ki=146nM
2hxq,6.84,IC50=144nM
2y5g,6.84,Ki=146nM
3du8,6.84,IC50=0.146uM
3ewj,6.84,Ki=143nM
3lco,6.84,IC50=143nM
3qio,6.84,Kd=144nM
4kn1,6.84,Kd=144nM
4l0s,6.84,IC50=145nM
4l32,6.84,IC50=146nM
4pul,6.84,Kd=146.1nM
5cep,6.84,Ki=0.145uM
5cnj,6.84,Ki=144nM
1bap,6.85,Kd=0.14uM
1ele,6.85,Ki=0.14uM
1g30,6.85,Ki=140nM
1h3b,6.85,IC50=141nM
1lkk,6.85,Kd=140nM
1os5,6.85,Kd=0.14uM
1q72,6.85,Kd=0.14uM
1qyg,6.85,Kd=0.14uM
1rv1,6.85,IC50=0.14uM
1sqc,6.85,Ki=0.14uM
1tvo,6.85,Ki=0.14uM
1xk9,6.85,Ki=140nM
1xt8,6.85,Kd=0.14uM
1yw2,6.85,IC50=141nM
2axi,6.85,IC50=0.14uM
2cbr,6.85,IC50=140nM
2fjm,6.85,IC50=142nM
2iw6,6.85,IC50=0.14uM
2vgp,6.85,IC50=0.14uM
2vto,6.85,IC50=140nM
2vtq,6.85,IC50=140nM
2yc3,6.85,IC50=0.14uM
3emh,6.85,Kd=140nM
3f5p,6.85,IC50=0.140uM
3g42,6.85,IC50=0.14uM
3h3c,6.85,IC50=140nM
3iet,6.85,Kd=0.14uM
3pn4,6.85,Ki=140nM
3pz3,6.85,IC50=141nM
3qo2,6.85,Kd=0.14uM
3rul,6.85,Kd=0.14uM
3s8o,6.85,Kd=0.14uM
3voz,6.85,IC50=0.14uM
3wcg,6.85,IC50=0.14uM
4b8p,6.85,Kd=0.14uM
4d85,6.85,IC50=0.14uM
4g16,6.85,IC50=0.14uM
4gye,6.85,IC50=142nM
4hki,6.85,IC50=0.14uM
4k3h,6.85,Kd=140nM
4nzm,6.85,IC50=0.14uM
4ool,6.85,IC50=0.14uM
4qtn,6.85,Kd=142nM
4tkg,6.85,IC50=0.140uM
4w9q,6.85,IC50=140nM
4x9w,6.85,IC50=0.14uM
4ybm,6.85,IC50=0.14uM
5d7c,6.85,IC50=0.14uM
2vd1,6.86,IC50=0.138uM
3aid,6.86,Ki=137nM
1cgl,6.87,Ki=0.135uM
3c94,6.87,Kd=136nM
3mo5,6.87,Kd=136nM
3qin,6.87,Kd=136nM
3tmk,6.87,Kd=135nM
4mhz,6.87,Ki=0.134uM
4re4,6.87,Ki=135nM
4rvr,6.87,Kd=136nM
4x1s,6.87,Kd=0.134uM
1i3z,6.88,Kd=131nM
1xka,6.88,Ki=131nM
2c6n,6.88,Ki=131.5nM
3u3u,6.88,Kd=133.3nM
4bco,6.88,Ki=0.131uM
4j4n,6.88,IC50=132nM
4k43,6.88,Kd=132nM
4n4s,6.88,Ki=133nM
4uvc,6.88,IC50=0.131uM
4wvl,6.88,Kd=131nM
1b3f,6.89,Kd=130nM
1fh8,6.89,Ki=0.13uM
1jev,6.89,Kd=130nM
1qhr,6.89,IC50=130nM
1sb1,6.89,Ki=0.128uM
1uz1,6.89,Ki=130nM
1v0p,6.89,IC50=0.13uM
1vr1,6.89,Kd=128nM
1wqv,6.89,IC50=130nM
2bfq,6.89,Kd=0.13uM
2dri,6.89,Kd=0.13uM
2e92,6.89,Ki=0.13uM
2f34,6.89,Kd=0.13uM
2gvz,6.89,Ki=130nM
2iu0,6.89,Ki=0.13uM
2jnp,6.89,Ki=130nM
2r3w,6.89,Ki=0.128uM
2vk2,6.89,Kd=0.13uM
2wks,6.89,Ki=130nM
2x38,6.89,IC50=130nM
2xu5,6.89,IC50=0.13uM
2y57,6.89,Kd=0.13uM
2yiu,6.89,IC50=130nM
2ym7,6.89,IC50=0.13uM
2yol,6.89,Ki=0.13uM
3f0r,6.89,Ki=130nM
3fvg,6.89,Ki=128nM
3fxz,6.89,IC50=130nM
3hu1,6.89,Kd=0.13uM
3hu3,6.89,Kd=0.13uM
3kvw,6.89,IC50=0.13uM
3l4x,6.89,Ki=0.13uM
3ljt,6.89,IC50=129nM
3psl,6.89,Kd=0.13uM
3py0,6.89,IC50=130nM
3py1,6.89,IC50=130nM
3qip,6.89,Kd=129nM
3r4n,6.89,Ki=0.13uM
3rak,6.89,IC50=0.13uM
3tib,6.89,IC50=129nM
3vsw,6.89,IC50=130nM
3zrk,6.89,IC50=0.13uM
3zrm,6.89,IC50=0.13uM
4al4,6.89,Kd=0.13uM
4awk,6.89,IC50=0.13uM
4bo4,6.89,IC50=0.13uM
4dvf,6.89,IC50=128nM
4g4p,6.89,Kd=0.13uM
4hn2,6.89,IC50=129nM
4ks5,6.89,Ki=130nM
4o76,6.89,IC50=0.13uM
4op1,6.89,IC50=0.129uM
4x8v,6.89,Ki=130nM
4yik,6.89,Ki=0.128uM
4yw7,6.89,Kd=130nM
4zuq,6.89,IC50=0.13uM
1k1l,6.9,Kd=125nM
2hwo,6.9,IC50=0.126uM
2p3g,6.9,IC50=0.126uM
2w6n,6.9,IC50=0.125uM
3a2c,6.9,Ki=0.126uM
3cow,6.9,Kd=0.125uM
3dy6,6.9,IC50=126nM
3qo3,6.9,Kd~125nM
3uyr,6.9,Kd=127nM
4fz6,6.9,IC50=127nM
4j4o,6.9,IC50=125nM
4rh5,6.9,Kd=127.3nM
4vgc,6.9,Ki=0.127uM
4zzx,6.9,Kd=0.125uM
1yuc,6.91,Kd=122nM
2hha,6.91,IC50=0.122uM
2ito,6.91,Kd=123.6nM
3evc,6.91,Kd=124nM
3evd,6.91,Kd=124nM
3kbz,6.91,IC50=124nM
3wde,6.91,Kd=124nM
4bcm,6.91,Ki=0.123uM
4jx7,6.91,IC50=123nM
5can,6.91,Ki=124nM
1a37,6.92,Kd=120nM
1a9m,6.92,Ki=119nM
1b39,6.92,Kd=0.120uM
1d4w,6.92,Kd=120nM
1k6v,6.92,Kd=120nM
1m9n,6.92,Ki=0.12uM
1o2j,6.92,Ki=0.12uM
1o2k,6.92,Ki=0.12uM
1o4a,6.92,IC50=120nM
1ph0,6.92,Ki=120nM
1pkx,6.92,Ki=0.12uM
1swr,6.92,Kd=0.12uM
1vj5,6.92,IC50=0.12uM
2a3x,6.92,IC50=0.12uM
2d3u,6.92,Ki=0.12uM
2g78,6.92,Kd=120nM
2g79,6.92,Kd=120nM
2o9j,6.92,Ki=120nM
2oa0,6.92,Ki=120nM
2uy0,6.92,Ki=120nM
2uzb,6.92,IC50=0.12uM
2xcn,6.92,IC50=0.12uM
3bl0,6.92,Ki=121nM
3bu8,6.92,Kd=0.12uM
3ccn,6.92,IC50=120nM
3cwe,6.92,IC50=0.12uM
3e7o,6.92,IC50=120nM
3ej1,6.92,IC50=0.12uM
3ipx,6.92,IC50=120nM
3jpv,6.92,IC50=0.12uM
3kl8,6.92,IC50=0.12uM
3lir,6.92,Ki=119nM
3lok,6.92,IC50=120nM
3lp1,6.92,IC50=0.12uM
3lpj,6.92,IC50=120nM
3r04,6.92,IC50=0.12uM
3r0i,6.92,IC50=0.12uM
3r1v,6.92,Kd=0.12uM
3rz9,6.92,Kd=120nM
3u6w,6.92,Kd=120nM
3wdz,6.92,Kd=0.12uM
3wfg,6.92,IC50=120nM
3wto,6.92,Kd=0.119uM
4bfy,6.92,IC50=0.12uM
4bo8,6.92,IC50=0.12uM
4gsy,6.92,IC50=120nM
4i47,6.92,Kd=0.12uM
4imz,6.92,Ki=0.12uM
4jg7,6.92,IC50=0.12uM
4k10,6.92,Kd=119.5nM
4na4,6.92,IC50=120nM
4pgd,6.92,Kd=119nM
4po0,6.92,Kd=0.12uM
4pz5,6.92,Kd=121nM
4qtl,6.92,Kd=120nM
4tn2,6.92,IC50=0.12uM
4u0e,6.92,Kd=0.12uM
4wm9,6.92,Kd=0.12uM
4wwp,6.92,IC50=0.12uM
4yll,6.92,IC50=0.12uM
5ci7,6.92,IC50=120nM
1oeb,6.93,Kd=0.118uM
2weo,6.93,Kd=118nM
3bh9,6.93,IC50=116.9nM
3svj,6.93,Ki=117nM
4e93,6.93,IC50=118nM
4y67,6.93,IC50=0.117uM
2z7h,6.94,Ki=115nM
3rwi,6.94,IC50=116nM
3svv,6.94,IC50=114nM
4l34,6.94,IC50=114nM
4nru,6.94,IC50=115nM
4og7,6.94,IC50=114nM
4pkb,6.94,IC50=0.116uM
4rn4,6.94,Ki=114nM
4w4v,6.94,IC50=115nM
4wk2,6.94,Kd=115nM
4xir,6.94,Ki=115nM
1kmv,6.95,IC50=112nM
1tcx,6.95,Ki=112nM
2hiz,6.95,IC50=112nM
2igy,6.95,IC50=113nM
3dct,6.95,IC50=0.112uM
3ho2,6.95,IC50=113nM
3luo,6.95,Kd=113nM
4i9r,6.95,Kd=112nM
4k9y,6.95,Kd=0.111uM
4q4s,6.95,Kd=111.6nM
4qir,6.95,Ki=112nM
4qw4,6.95,IC50=0.113uM
4wyo,6.95,IC50=111nM
5am4,6.95,IC50=0.113uM
1atr,6.96,Kd=110nM
1bm2,6.96,IC50=0.11uM
1c5c,6.96,Kd=110nM
1ent,6.96,Ki=110nM
1gj8,6.96,Ki=0.11uM
1gux,6.96,Kd=110nM
1gvw,6.96,Ki=110nM
1juj,6.96,Ki=109nM
1mto,6.96,Ki=0.11uM
1n3w,6.96,Kd=110nM
1oyq,6.96,Ki=110nM
1r58,6.96,IC50=0.11uM
1u0h,6.96,Ki=110nM
1x8j,6.96,Ki=0.11uM
2anl,6.96,Ki=110nM
2cng,6.96,IC50=110nM
2e93,6.96,Ki=0.11uM
2ieh,6.96,IC50=110nM
2ojf,6.96,IC50=110nM
2xwd,6.96,Ki=0.11uM
3bjc,6.96,IC50=0.11uM
3cth,6.96,IC50=0.11uM
3exe,6.96,Kd=0.11uM
3jzq,6.96,IC50=110nM
3lp0,6.96,IC50=0.11uM
3lq5,6.96,IC50=0.11uM
3p78,6.96,IC50=0.11uM
3pn1,6.96,Ki=110nM
3qtf,6.96,IC50=0.11uM
3r5j,6.96,IC50=110nM
3tv4,6.96,IC50=110nM
4cg8,6.96,Kd=0.11uM
4dai,6.96,Kd=110nM
4i54,6.96,Kd=0.11uM
4jyb,6.96,Kd=0.11uM
4loh,6.96,Kd=0.11uM
4pzw,6.96,IC50=0.11uM
4rpn,6.96,Kd=110nM
2k0g,6.97,Kd=107nM
3hy7,6.97,IC50=106nM
3r7q,6.97,IC50=0.108uM
3t84,6.97,Ki=106nM
4li6,6.97,IC50=0.106uM
